sgRNA	Gene	PO1f_1	PO1f_2	PO1f_3	PO1f_Cas9_1	PO1f_Cas9_2	PO1f_Cas9_3
15813	YALI1_D14097g	111	142	196	0	0	0
29549	YALI1_E25587g	197	389	550	50	6	8
1987	YALI1_B25506g	198	266	392	183	7	58
29859	YALI1_E33112g	351	240	873	58	6	46
19548	YALI1_F32204g	138	234	319	4	0	9
27676	YALI1_D13013g	123	151	288	67	1	12
37465	YALI1_B19520g	221	271	409	85	14	57
29762	YALI1_E30759g	271	447	656	137	3	41
41177	YALI1_E19327g	57	19	46	16	5	21
2680	YALI1_C14787g	311	418	619	519	23	151
4310	YALI1_D24580g	217	142	61	399	32	83
14691	YALI1_C17453g	98	122	222	49	0	37
14729	YALI1_C18383g	50	96	365	167	7	37
31328	YALI1_F28998g	138	214	599	412	29	211
24491	YALI1_A14414g	161	240	431	102	12	87
2887	YALI1_C19840g	259	200	859	166	5	54
3975	YALI1_D15692g	128	226	394	186	3	18
4830	YALI1_E02616g	192	363	390	189	17	103
34793	YALI1_C27141g	169	266	430	130	8	75
18131	YALI1_E37234g	155	39	314	13	1	8
13844	YALI1_B24214g	242	338	541	29	2	3
28985	YALI1_E12113g	339	425	1038	255	10	50
41036	YALI1_E15835g	329	187	312	223	9	106
33155	YALI1_B12384g	80	271	323	105	33	94
23571	YALI1_F34281g	192	327	275	222	12	54
15812	YALI1_D14058g	203	366	461	113	6	73
18657	YALI1_F09846g	13	95	35	26	3	4
23171	YALI1_F24301g	25	35	152	188	19	75
9290	YALI1_B10635g	136	385	510	98	9	23
3681	YALI1_D08460g	161	232	552	187	6	62
45924	YALI1_E38701g	340	555	230	541	58	297
19857	YALI1_F39330g	216	257	427	26	1	15
1079	YALI1_B01428g	186	241	369	101	7	51
40859	YALI1_E11415g	49	75	105	0	0	0
9968	YALI1_B29153g	139	261	463	115	0	30
11151	YALI1_C32010g	201	359	319	150	18	66
950	YALI1_A20902g	139	59	257	48	3	2
38802	YALI1_C26106g	326	309	569	377	19	118
21630	YALI1_E27041g	187	89	277	23	1	8
41871	YALI1_E35815g	211	186	200	203	26	91
2686	YALI1_C14910g	111	284	163	17	8	5
577	YALI1_A11588g	140	70	25	11	1	6
46222	YALI1_F05313g	207	171	423	254	9	171
42701	YALI1_F15517g	74	464	292	225	12	96
27729	YALI1_D14400g	11	6	45	0	0	0
33431	YALI1_B19932g	371	513	851	53	4	58
26354	YALI1_C11057g	305	305	217	343	3	42
13858	YALI1_B24638g	144	138	333	55	2	16
24163	YALI1_A06116g	236	209	395	23	1	6
28499	YALI1_D35398g	291	150	424	0	12	3
39435	YALI1_D09667g	238	303	772	173	4	64
10558	YALI1_C15388g	272	111	131	238	31	58
12041	YALI1_A00574g	93	165	553	288	8	39
8369	YALI1_A09789g	187	555	823	110	3	18
27879	YALI1_D18014g	165	93	303	268	21	68
24975	YALI1_B03853g	255	333	318	68	4	23
12680	YALI1_A16593g	210	309	37	320	49	175
8042	YALI1_A01864g	392	399	891	265	20	110
16659	YALI1_E00948g	97	75	201	61	2	22
27301	YALI1_D03488g	112	320	165	5	2	5
5023	YALI1_E07479g	104	110	381	58	7	62
24602	YALI1_A16991g	433	480	291	4	0	32
26452	YALI1_C13910g	343	340	260	48	5	12
7944	YALI1_F39128g	248	736	798	4	2	0
4088	YALI1_D18373g	117	130	525	80	7	40
46585	YALI1_F14625g	132	140	73	0	0	0
7599	YALI1_F31070g	100	73	132	156	15	53
14529	YALI1_C13389g	78	53	213	40	1	8
22276	YALI1_F01346g	20	17	0	2	0	7
456	YALI1_A08362t	215	134	242	0	0	0
21771	YALI1_E30311g	176	434	677	341	20	178
732	YALI1_A15497g	186	138	465	30	4	12
36744	YALI1_B00429g	298	340	198	68	8	35
33759	YALI1_B28789g	306	452	1300	1024	87	306
43371	YALI1_F32638g	387	353	768	135	23	97
38292	YALI1_C12170g	426	524	1288	1385	86	557
14909	YALI1_C23738g	23	17	5	0	1	0
29986	YALI1_E36116g	183	147	270	49	1	9
21534	YALI1_E24618g	572	916	1881	1412	122	418
25791	YALI1_B25593g	505	258	634	567	40	223
5297	YALI1_E14910g	217	386	450	451	24	144
39097	YALI1_D00754g	369	299	603	846	68	358
19551	YALI1_F32287g	132	77	223	23	2	30
36965	YALI1_B06028g	282	195	654	560	51	205
42595	YALI1_F13046g	94	149	137	92	3	19
11218	YALI1_D00040g	250	1032	1055	1682	186	768
6348	YALI1_E40144g	127	139	302	4	3	2
38934	YALI1_C30205g	352	277	221	921	58	197
33877	YALI1_C01491g	306	134	223	23	1	17
27662	YALI1_D12750g	376	252	471	0	1	1
36620	YALI1_A20129g	329	266	488	1337	94	254
8644	YALI1_A16832g	288	208	493	1110	61	261
40376	YALI1_D34785g	224	495	556	89	19	35
7847	YALI1_F36945g	213	154	232	6	3	28
23204	YALI1_F25035g	106	99	150	13	1	3
14580	YALI1_C14774g	184	107	370	0	0	1
36824	YALI1_B02415g	444	135	240	694	18	101
25544	YALI1_B19044g	139	231	374	133	7	68
41307	YALI1_E22238g	277	488	606	535	55	229
34523	YALI1_C19316g	72	45	109	272	16	151
37865	YALI1_B30214g	327	324	410	0	0	0
47451	YALI1_F36204g	112	133	332	68	3	6
44677	YALI1_E08157g	125	378	371	496	11	50
35990	YALI1_A04332g	200	314	464	285	34	260
9980	YALI1_B29483g	133	289	146	780	55	298
4213	YALI1_D21974g	300	483	960	35	7	13
23902	Nontargeting	402	659	846	1427	116	504
4570	YALI1_D32070g	295	274	511	520	36	164
33545	YALI1_B22697g	580	486	670	0	1	7
3815	YALI1_D11641g	208	233	274	78	6	9
32720	YALI1_B01069g	194	228	378	160	16	59
43105	YALI1_F25701g	433	233	458	179	4	36
36118	YALI1_A07290g	260	330	200	89	8	106
6178	YALI1_E35988g	381	526	898	3	1	4
15383	YALI1_D02936g	35	130	164	33	2	11
28427	YALI1_D33552g	127	133	218	101	4	41
5556	YALI1_E21128g	143	66	232	64	7	25
37499	YALI1_B20399g	167	115	210	97	2	11
16967	YALI1_E08709g	104	80	124	16	2	98
32218	YALI1_A11218g	135	127	435	541	32	156
40709	YALI1_E07040g	378	724	1367	21	3	5
23594	YALI1_F34798g	424	402	1153	1	2	2
46171	YALI1_F03973g	264	462	586	6	0	1
37019	YALI1_B07413g	193	281	569	424	27	138
1833	YALI1_B21275g	260	256	216	89	19	35
34573	YALI1_C20417g	93	321	329	109	7	109
32	Nontargeting	310	461	503	1564	128	386
35503	YALI1_D12447g	142	360	716	3	9	34
4988	YALI1_E06484g	522	647	1469	4416	216	1104
37643	YALI1_B24051g	51	68	178	144	5	79
31891	YALI1_A03116g	145	152	141	38	4	9
3054	YALI1_C25029g	246	331	260	196	10	113
12709	YALI1_A17289g	223	57	297	197	9	122
15409	YALI1_D03756g	209	137	141	167	11	43
4819	YALI1_E02377g	367	462	986	99	14	89
36201	YALI1_A09408g	25	34	129	14	0	3
8873	YALI1_A22440g	326	470	556	611	55	363
33096	YALI1_B10773g	269	716	1235	188	18	44
1661	YALI1_B16922g	168	202	379	503	50	124
46818	YALI1_F20086g	457	619	501	288	17	51
10745	YALI1_C19898g	192	151	453	0	2	0
25953	YALI1_B30024g	64	81	75	37	2	5
25770	YALI1_B25017g	253	309	510	59	9	12
25367	YALI1_B14382g	262	346	398	52	11	34
43999	YALI1_D26064g	206	122	70	2	1	53
38961	YALI1_C30884g	155	405	384	115	8	25
9317	YALI1_B11519g	271	599	488	0	0	0
34575	YALI1_C20452g	253	216	447	279	10	23
33195	YALI1_B13699g	70	162	3	127	15	57
18594	YALI1_F08292g	265	426	666	88	13	2
43017	YALI1_F23529g	184	192	116	179	15	70
15260	YALI1_C33471g	14	31	353	416	31	140
4552	YALI1_D31387g	234	244	270	87	0	0
30418	YALI1_F06035g	126	79	102	92	19	14
22797	YALI1_F14933g	142	50	146	78	7	33
12568	YALI1_A14024g	361	578	973	1266	79	384
5695	YALI1_E24383g	120	119	196	26	4	19
45671	YALI1_E32722g	243	243	408	9	0	8
25504	YALI1_B18190g	141	214	154	335	37	149
36265	YALI1_A11218g	74	41	185	313	22	135
151	YALI1_A00911g	82	282	237	569	24	122
29044	YALI1_E13708g	379	165	249	713	53	197
5111	YALI1_E10067g	163	390	462	88	1	18
27549	YALI1_D10022g	117	412	100	27	3	39
36910	YALI1_B04753g	158	360	406	856	59	263
41583	YALI1_E28599g	108	356	539	196	17	130
3943	YALI1_D14695g	166	70	72	1	1	3
25151	YALI1_B08263g	69	337	252	275	6	66
43187	YALI1_F27945g	196	48	264	48	3	40
43188	YALI1_F27968g	69	158	125	8	1	12
41721	YALI1_E32180g	275	599	383	82	3	31
1188	YALI1_B04321g	136	221	181	386	24	78
31340	YALI1_F29380g	405	284	392	79	15	14
25656	YALI1_B21819g	200	316	229	0	0	0
41125	YALI1_E17889g	59	41	147	36	20	33
9596	YALI1_B19044g	136	216	171	1	1	18
20656	YALI1_E02529g	155	104	106	0	0	0
686	YALI1_A14368g	304	714	575	283	9	85
44896	YALI1_E14164g	252	617	629	423	31	84
11823	YALI1_D15506g	159	238	359	389	50	251
11101	YALI1_C30632g	217	478	873	18	6	26
6731	YALI1_F09289g	74	139	110	187	23	63
38647	YALI1_C21513g	161	214	589	156	9	87
38545	YALI1_C18699g	79	76	135	157	6	43
39699	YALI1_D16144g	68	223	151	144	5	47
6886	YALI1_F12969g	243	97	426	61	9	19
43475	YALI1_F34933g	218	533	624	132	16	106
29081	YALI1_E14497g	38	95	73	212	1	17
39184	YALI1_D02852g	158	155	356	54	4	14
1855	YALI1_B21855g	292	395	717	802	91	324
11021	YALI1_C28621g	650	386	1231	558	56	162
32875	YALI1_B04974g	199	152	44	265	27	93
15572	YALI1_D08285g	119	128	195	3	0	2
9731	YALI1_B22452g	150	161	219	22	1	5
25369	YALI1_B14441g	196	96	194	71	1	4
44076	YALI1_D28062g	227	348	666	148	12	30
13117	YALI1_B04937g	178	46	291	72	5	35
21442	YALI1_E22503g	572	794	1410	332	25	76
47209	YALI1_F30395g	245	362	277	11	4	22
23948	YALI1_A00789g	190	314	617	0	0	0
46063	YALI1_F00894g	271	176	91	285	21	189
25474	YALI1_B17214g	264	254	305	282	23	71
40108	YALI1_D26978g	222	142	155	113	9	28
35165	YALI1_D03766g	66	11	66	0	1	0
12359	YALI1_A08436g	424	344	639	19	0	0
30815	YALI1_F15843g	118	319	598	1746	101	580
28117	YALI1_D24719g	188	125	673	127	6	36
15427	YALI1_D04277g	72	141	270	0	0	0
21689	YALI1_E28130g	239	244	659	85	2	1
25712	YALI1_B23373g	356	270	425	101	5	18
9691	YALI1_B21381g	398	375	791	137	26	100
35075	YALI1_D01378g	226	168	489	102	7	37
43089	YALI1_F25382g	315	599	706	577	48	343
19423	YALI1_F28934g	412	470	284	1155	83	361
7852	YALI1_F37097g	171	268	280	303	10	131
772	YALI1_A16422g	159	496	260	22	9	42
8899	YALI1_B00578g	277	442	497	0	1	7
40966	YALI1_E14125g	153	249	169	112	13	14
39512	YALI1_D11514g	315	391	592	736	69	298
46096	YALI1_F01981g	140	149	494	38	2	5
2856	YALI1_C18901g	274	275	452	769	66	383
42043	YALI1_E39934g	544	583	824	215	10	80
36968	YALI1_B06134g	304	307	531	205	10	67
24226	YALI1_A07405g	55	42	165	0	0	13
24088	YALI1_A04309g	272	449	519	54	8	13
4059	YALI1_D17710g	220	275	557	217	26	159
24203	YALI1_A06873g	316	414	1008	177	15	58
1544	YALI1_B13886g	174	316	346	68	6	64
29332	YALI1_E20569g	430	402	418	144	8	51
10188	YALI1_C04771g	246	684	489	278	10	70
3139	YALI1_C27207g	357	252	629	285	5	30
33912	YALI1_C02424g	291	168	573	825	55	392
6053	YALI1_E33024g	120	88	145	4	3	0
12244	YALI1_A05774g	64	138	267	31	0	11
27877	YALI1_D17970g	103	186	137	2	0	12
9687	YALI1_B21275g	369	676	1301	489	57	300
3007	YALI1_C23723g	161	256	170	131	7	41
21494	YALI1_E23781g	161	353	161	13	10	20
45762	YALI1_E35005g	476	579	657	64	4	64
34994	YALI1_C33055g	252	413	751	705	23	81
28589	YALI1_E01689g	150	339	451	638	77	260
42893	YALI1_F20145g	80	106	240	304	11	76
15228	YALI1_C32810g	82	131	293	292	11	56
4089	YALI1_D18383g	218	389	561	136	20	145
39806	YALI1_D18833g	184	220	313	85	9	54
30588	YALI1_F10671g	157	133	83	99	9	83
44106	YALI1_D29020g	290	674	755	40	6	27
46343	YALI1_F08784g	128	157	316	68	10	42
25184	YALI1_B09117g	151	98	475	28	5	53
33490	YALI1_B21313g	299	249	216	0	0	2
8959	YALI1_B02011g	69	45	204	111	6	39
15333	YALI1_D01739g	293	395	621	114	28	167
726	YALI1_A15366g	452	387	581	818	42	243
19289	YALI1_F25413g	283	170	366	50	7	23
29934	YALI1_E35005g	188	387	546	265	12	118
25570	YALI1_B19747g	153	239	428	168	15	37
46935	YALI1_F23364g	418	383	360	664	62	303
4893	YALI1_E04229g	203	105	419	1	2	6
34550	YALI1_C19921g	47	137	22	4	4	9
5446	YALI1_E18514g	83	257	532	2	1	0
26984	YALI1_C29066g	44	165	293	215	6	51
23829	Nontargeting	87	73	9	197	16	78
14809	YALI1_C20224g	284	333	557	451	28	361
1685	YALI1_B17660g	362	177	594	100	1	8
13388	YALI1_B12057g	45	68	213	209	14	132
12497	YALI1_A12138g	131	160	305	47	4	25
30249	YALI1_F01324g	207	281	394	128	4	65
44633	YALI1_E06882g	277	444	736	37	1	6
16234	YALI1_D25178g	137	125	142	141	5	16
32044	YALI1_A06634g	259	462	642	1046	92	406
34355	YALI1_C15307g	350	466	1057	475	21	110
26556	YALI1_C16526g	171	396	314	54	4	41
32927	YALI1_B06315g	339	470	443	192	13	136
15724	YALI1_D11844g	262	294	553	45	2	14
44050	YALI1_D27274g	319	274	466	14	1	15
930	YALI1_A20370g	207	373	555	61	2	37
13785	YALI1_B22614g	231	818	461	0	0	0
32828	YALI1_B03832g	185	215	612	17	1	9
43044	YALI1_F24247g	337	277	579	74	11	47
11116	YALI1_C30946g	189	308	215	94	15	98
33825	YALI1_B30337g	129	148	284	779	40	156
4579	YALI1_D32369g	222	147	257	126	11	57
37786	YALI1_B28150g	107	225	324	133	2	30
46430	YALI1_F10977g	327	68	57	611	37	110
8955	YALI1_B01889g	135	691	887	394	35	152
14910	YALI1_C23755g	26	0	57	16	2	8
5947	YALI1_E30431g	239	330	280	98	2	26
20263	YALI1_D27808g	16	29	119	0	0	0
38232	YALI1_C10173g	49	48	3	47	1	6
12109	YALI1_A02443g	48	84	284	151	1	21
31339	YALI1_F29356g	180	490	615	142	7	22
22649	YALI1_F11396g	115	19	96	8	2	15
36530	YALI1_A17651g	477	514	549	53	4	15
31588	YALI1_F35441g	236	103	275	0	3	0
43534	YALI1_F36552g	300	455	602	1032	80	372
25564	YALI1_B19520g	286	57	19	199	10	29
20926	YALI1_E09672g	56	130	168	138	12	44
25561	YALI1_B19485g	66	157	331	106	1	105
22357	YALI1_F03722g	173	238	143	11	1	0
1523	YALI1_B13150g	225	65	536	25	1	13
34410	YALI1_C16526g	30	0	178	2	0	1
15041	YALI1_C27229g	138	84	171	238	5	4
2015	YALI1_B26451g	250	242	250	0	2	0
27275	YALI1_D02655g	238	790	1128	39	3	11
10309	YALI1_C07840g	239	200	609	48	11	24
10051	YALI1_C00784g	243	312	477	65	12	15
4054	YALI1_D17564g	41	95	146	25	3	11
11513	YALI1_D08000g	297	335	688	100	6	21
2447	YALI1_C07664g	50	57	51	139	2	43
16818	YALI1_E04823g	335	665	568	146	7	50
4407	YALI1_D26993g	240	688	691	109	16	41
41843	YALI1_E35118g	134	387	372	160	17	87
10856	YALI1_C23548g	222	423	614	625	49	237
13667	YALI1_B19668g	352	260	607	184	14	91
41499	YALI1_E26892g	471	577	1003	1294	70	493
2161	YALI1_B30182g	106	311	216	2	0	0
43003	YALI1_F23214g	200	599	799	97	6	36
6451	YALI1_F01430g	307	251	262	504	48	249
43129	YALI1_F26234g	161	51	106	35	0	10
5582	YALI1_E21638g	204	285	371	371	30	155
11385	YALI1_D04467g	397	672	705	168	14	95
6659	YALI1_F07401g	113	101	124	60	9	28
19501	YALI1_F31102g	277	196	390	112	13	56
706	YALI1_A14882g	142	80	351	859	18	235
5029	YALI1_E07578g	116	198	1024	281	3	22
25638	YALI1_B21356g	285	177	845	139	7	74
38133	YALI1_C07223g	296	470	266	318	11	56
21934	YALI1_E34344g	68	187	201	0	2	0
37235	YALI1_B13483g	168	211	132	309	34	105
39404	YALI1_D09000g	285	281	495	153	7	49
4582	YALI1_D32455g	211	642	528	170	14	29
11005	YALI1_C28228g	92	146	37	77	5	19
44244	YALI1_D33289g	180	294	589	66	2	31
2410	YALI1_C06724g	187	133	343	145	26	102
37166	YALI1_B11519g	183	450	448	20	0	13
43070	YALI1_F24773g	81	171	283	71	2	10
44024	YALI1_D26671g	210	249	402	30	7	29
24144	YALI1_A05737g	169	174	302	164	1	45
35275	YALI1_D06904g	181	239	481	193	13	78
9442	YALI1_B14959g	312	149	686	75	15	33
1132	YALI1_B02642g	246	279	309	95	5	26
34465	YALI1_C17904g	86	79	165	185	7	55
46480	YALI1_F12080g	266	489	354	1	0	0
11547	YALI1_D08798g	195	302	483	51	2	59
39845	YALI1_D20257g	112	613	256	69	2	33
17618	YALI1_E24812g	267	124	313	15	4	36
40496	YALI1_E01865g	324	460	662	772	52	225
36347	YALI1_A13397g	282	262	915	721	44	175
2826	YALI1_C18378g	171	150	180	240	3	26
45853	YALI1_E37080g	249	163	467	46	4	16
42161	YALI1_F01742g	151	199	230	482	21	135
22653	YALI1_F11493g	92	215	206	0	0	0
27166	YALI1_D00040g	422	353	812	1475	142	606
41813	YALI1_E34425g	124	96	399	38	8	22
6038	YALI1_E32636g	111	303	520	15	6	17
2258	YALI1_C02487g	41	154	412	52	4	4
22517	YALI1_F08183g	33	117	42	36	3	19
42233	YALI1_F03735g	308	392	589	2	0	0
47525	YALI1_F38088g	169	388	584	83	13	72
25131	YALI1_B07786g	168	107	274	11	1	28
16357	YALI1_D28354g	250	496	1075	350	20	134
31331	YALI1_F29127g	288	452	759	205	9	128
37834	YALI1_B29548g	274	880	1342	202	27	107
43437	YALI1_F34083g	164	232	480	0	1	8
10216	YALI1_C05554g	155	273	464	50	3	78
8379	YALI1_A10022g	271	635	286	290	12	146
30412	YALI1_F05900g	169	105	35	14	0	2
19849	YALI1_F39183g	204	167	329	11	1	8
40604	YALI1_E04499g	176	406	160	225	22	92
46724	YALI1_F17496g	172	217	561	12	3	27
17593	YALI1_E24318g	126	171	406	104	15	20
30203	YALI1_E41514g	499	617	1391	2248	144	796
33579	YALI1_B23622g	425	285	423	229	19	86
13461	YALI1_B14268g	164	289	540	105	12	61
21878	YALI1_E32936g	122	250	211	502	70	141
18838	YALI1_F14175g	188	370	840	0	2	2
39506	YALI1_D11402g	137	169	498	158	12	62
37533	YALI1_B21194g	132	621	354	233	17	132
38148	YALI1_C07614g	75	186	214	16	1	27
29738	YALI1_E30028g	76	94	83	33	2	71
31548	YALI1_F34351g	53	243	253	881	29	340
4017	YALI1_D16709g	357	367	854	156	23	95
39720	YALI1_D16709g	308	422	573	207	10	70
301	YALI1_A04742g	131	280	416	78	10	35
11382	YALI1_D04370g	227	277	607	213	21	118
44580	YALI1_E05668g	239	416	946	315	12	171
3885	YALI1_D13251g	231	453	376	144	23	83
27013	YALI1_C29810g	362	457	980	25	2	21
1098	YALI1_B01826g	162	263	152	1036	68	201
3044	YALI1_C24707g	126	235	253	8	1	2
32389	YALI1_A15507g	177	273	399	129	8	59
20706	YALI1_E03877g	78	49	10	0	0	0
42474	YALI1_F10270g	222	406	436	98	7	67
3628	YALI1_D07209g	231	445	306	143	24	160
45472	YALI1_E27805g	396	533	736	96	7	61
14772	YALI1_C19376g	46	107	0	5	1	0
20705	YALI1_E03870g	133	200	532	68	4	82
13112	YALI1_B04803g	220	244	153	27	1	13
31172	YALI1_F24864g	60	51	84	40	3	1
1797	YALI1_B20407g	150	174	47	29	4	16
30080	YALI1_E38308g	354	299	327	343	2	28
12865	YALI1_A21175g	252	426	620	199	3	46
42803	YALI1_F17569g	465	478	789	625	54	271
286	YALI1_A04309g	471	649	973	371	46	182
5594	YALI1_E22004g	308	353	361	122	6	88
30575	YALI1_F10288g	116	249	299	56	11	41
19595	YALI1_F33246g	60	60	299	27	4	18
22021	YALI1_E36395g	38	46	196	349	9	51
27006	YALI1_C29595g	259	540	766	937	74	398
44273	YALI1_D33988g	246	209	533	793	81	320
27822	YALI1_D16783g	142	46	81	40	7	15
28713	YALI1_E04706g	227	202	360	79	5	45
9985	YALI1_B29548g	100	160	366	32	2	7
38279	YALI1_C11843g	354	405	492	232	19	66
45687	YALI1_E33112g	316	418	848	133	14	56
41412	YALI1_E24689g	390	159	609	390	20	124
18967	YALI1_F16844g	241	168	209	58	4	48
1561	YALI1_B14292g	138	305	507	218	8	76
31553	YALI1_F34497g	41	96	399	151	12	36
34641	YALI1_C23050g	141	134	409	460	67	206
10173	YALI1_C04281g	356	372	318	0	2	2
9769	YALI1_B23447g	164	114	250	82	4	19
24197	YALI1_A06751g	201	235	463	40	7	20
9619	YALI1_B19602g	142	222	268	15	4	37
39307	YALI1_D06545g	132	170	267	56	2	6
31208	YALI1_F25792g	122	140	298	131	4	70
17074	YALI1_E11835g	129	334	331	507	37	201
3988	YALI1_D15965g	111	284	438	5	5	14
9168	YALI1_B07374g	166	78	144	41	2	29
6265	YALI1_E38107g	188	185	343	52	3	42
27390	YALI1_D06043g	201	384	518	63	5	13
27206	YALI1_D00973g	271	288	343	99	8	74
43176	YALI1_F27716g	296	311	513	225	7	30
13203	YALI1_B07076g	175	471	983	292	32	51
30754	YALI1_F14495g	208	538	765	75	4	41
34386	YALI1_C15991g	558	657	1194	0	0	0
4018	YALI1_D16729g	201	92	205	22	3	3
42167	YALI1_F01929g	290	223	598	628	74	276
27329	YALI1_D04331g	402	423	595	349	17	103
34718	YALI1_C25190g	414	300	698	362	18	93
14610	YALI1_C15454g	9	29	12	0	1	0
41349	YALI1_E23302g	58	154	394	325	6	81
24763	YALI1_A21106g	226	272	365	50	7	64
19946	YALI1_D19228g	728	1200	1509	19	7	4
7713	YALI1_F33669g	294	177	572	121	3	10
5234	YALI1_E13514g	228	172	691	79	14	58
10738	YALI1_C19814g	86	158	643	0	2	3
32791	YALI1_B02717g	135	240	324	1003	52	339
35911	YALI1_A02443g	292	324	442	707	40	228
6868	YALI1_F12562g	116	224	119	28	5	13
22513	YALI1_F08097g	99	81	273	81	1	23
30848	YALI1_F16426g	67	20	156	39	0	26
6901	YALI1_F13185g	170	270	463	147	7	24
26420	YALI1_C13106g	170	315	601	286	18	103
42656	YALI1_F14542g	178	427	404	352	41	178
32612	YALI1_A21021g	99	184	252	284	31	123
45202	YALI1_E21478g	164	241	194	513	39	198
15652	YALI1_D10102g	82	95	75	31	1	4
26239	YALI1_C07481g	152	300	406	28	0	11
30055	YALI1_E37863g	70	126	288	275	28	142
29514	YALI1_E24719g	171	159	313	6	1	34
8930	YALI1_B01344g	223	137	325	81	4	44
3641	YALI1_D07427g	284	540	588	277	14	78
4169	YALI1_D20886g	139	638	437	154	4	184
11156	YALI1_C32106g	20	147	218	276	9	71
39312	YALI1_D06682g	97	220	470	583	33	270
44116	YALI1_D29371g	247	245	463	226	13	82
14852	YALI1_C21639g	102	112	114	2	0	1
3435	YALI1_D01796g	306	581	729	109	7	9
38898	YALI1_C29402g	114	302	314	326	26	153
9241	YALI1_B09211g	345	201	428	27	6	22
13387	YALI1_B12042g	278	137	307	0	0	2
36538	YALI1_A17957g	203	450	588	421	51	146
26044	YALI1_C02053g	47	13	173	0	3	23
20692	YALI1_E03510g	61	146	184	26	4	37
42745	YALI1_F16369g	272	324	582	57	5	31
1094	YALI1_B01760g	467	383	278	278	31	102
28909	YALI1_E09924g	149	158	170	125	5	12
42345	YALI1_F06904g	435	586	451	131	22	39
24501	YALI1_A14691g	152	62	345	37	7	20
42094	YALI1_E41315g	138	226	72	75	17	39
32626	YALI1_A21345g	170	169	109	172	13	64
31765	YALI1_F39557g	521	286	816	369	35	107
31650	YALI1_F36966g	180	285	520	278	22	107
18776	YALI1_F12712g	83	107	370	50	6	7
33564	YALI1_B23338g	69	298	117	167	11	68
28377	YALI1_D32209g	164	202	453	0	1	0
10259	YALI1_C06626g	334	712	882	97	6	89
16854	YALI1_E05709g	163	271	320	760	35	289
21528	YALI1_E24461g	384	300	594	3	0	4
4391	YALI1_D26610g	105	159	206	313	13	111
21698	YALI1_E28405g	231	360	732	157	7	31
33020	YALI1_B08699g	54	26	102	0	1	5
3355	YALI1_C33406g	164	173	516	488	67	228
25645	YALI1_B21562g	383	301	403	27	3	24
25921	YALI1_B29266g	93	136	379	34	2	12
40638	YALI1_E05353g	202	571	748	740	55	191
31598	YALI1_F35610g	164	342	310	420	17	80
46286	YALI1_F07361g	88	284	564	53	2	38
17702	YALI1_E26987g	498	471	959	885	78	319
26290	YALI1_C09033g	119	151	164	0	0	0
37818	YALI1_B29191g	120	229	165	71	5	18
28521	YALI1_D35965g	129	191	576	67	7	44
19128	YALI1_F21261g	75	301	459	16	6	71
45351	YALI1_E24894g	133	150	149	446	32	154
11157	YALI1_C32119g	252	332	423	544	57	147
13832	YALI1_B23834g	120	114	509	85	10	32
22386	YALI1_F04264g	357	134	506	161	4	33
18240	YALI1_E39924g	191	277	96	17	2	13
29297	YALI1_E19754g	84	176	251	82	11	63
42009	YALI1_E39128g	226	344	361	295	18	74
32371	YALI1_A15079g	223	457	449	79	4	12
39350	YALI1_D07576g	503	462	460	1090	88	437
34770	YALI1_C26544g	162	158	102	0	0	5
11158	YALI1_C32137g	87	141	110	39	0	1
27418	YALI1_D06828g	66	123	227	154	14	54
41409	YALI1_E24618g	187	87	485	105	12	39
33391	YALI1_B18902g	106	351	699	210	8	19
34612	YALI1_C21755g	146	102	93	157	10	108
26795	YALI1_C23254g	218	276	470	93	17	23
608	YALI1_A12445g	153	171	306	68	6	74
21696	YALI1_E28300g	324	298	691	588	43	211
27165	YALI1_C33550g	208	232	588	1252	104	409
15814	YALI1_D14104g	142	154	219	7	2	10
43670	YALI1_F39665g	440	634	349	1601	143	629
34821	YALI1_C28593g	516	684	1143	603	8	41
1680	YALI1_B17468g	214	430	519	43	12	27
39333	YALI1_D07252g	207	243	345	42	0	19
8286	YALI1_A07632g	75	211	521	55	3	11
29833	YALI1_E32461g	126	88	225	118	2	16
36892	YALI1_B04370g	254	45	534	36	5	17
42498	YALI1_F10867g	161	842	314	454	35	178
14618	YALI1_C15556g	34	65	55	18	0	9
32683	YALI1_B00082g	277	263	377	1361	110	177
41081	YALI1_E16900g	86	170	374	89	2	46
28600	YALI1_E01947g	109	111	427	30	9	6
37813	YALI1_B29051g	117	190	144	152	7	69
22267	YALI1_F01078g	118	192	247	156	27	78
44324	YALI1_D35339g	428	564	955	236	18	78
33441	YALI1_B20188g	160	320	281	0	0	0
17642	YALI1_E25490g	201	259	382	6	4	18
33064	YALI1_B09837g	93	130	237	102	3	7
19543	YALI1_F32064g	164	301	735	317	31	151
11778	YALI1_D14329g	733	1443	2590	762	45	406
10359	YALI1_C09451g	58	70	79	60	2	33
29867	YALI1_E33336g	114	260	582	432	33	163
44495	YALI1_E03527g	122	151	381	474	41	116
3831	YALI1_D12050g	304	419	619	905	115	477
26515	YALI1_C15516g	32	123	21	171	4	65
44397	YALI1_E01159g	187	407	291	4	0	0
13484	YALI1_B14826g	596	1036	1596	2260	170	727
41854	YALI1_E35410g	69	83	135	41	2	14
5103	YALI1_E09817g	70	66	13	37	6	50
29803	YALI1_E31754g	85	116	331	266	8	75
33887	YALI1_C01789g	442	697	498	2	1	0
37202	YALI1_B12384g	276	337	290	57	4	40
